Title,Singer,Genre,Release,Lyric,Year,Month,Year_Month
Coin,아이유,R&BSoul,2021.03.25,강자에게 더 세게 I love gamble 과감할수록 신세계 on my table I’m sorry 세상이 원래 불공평해 So 더럽게 재미있지  Now I move I move I move I move I move Go ahead  I don’t look no look no look no look no look What’s in my hand  I said go  Baby 알잖아 내가 한 번 미치면 어디까지 가는지 마지막 게임이니만큼 후회 없는 실수를 저질러  I can’t die I’m all-in  Born to be gambler 배운 적 없지 even no tutor 최악의 패를 가지고 싹 쓸어 한 수 배우고 싶음 더 예의 있게 굴어  승리를 손에 꽉 잡아 말아 쥐어 Worth more than jewels 저리 가서 놀아줘 It’s no kids zone 매경기 살벌하게 난 목숨을 걸어 like a bullfight  Go vamos vamos vamos vamos vamos Go ahead  It’s new rule new rule new rule new rule new rule Watch your back  I said go  Baby 알잖아 내가 지금 이 판에 도대체 뭘 거는지 마지막 betting이니만큼 엉망으로 테이블을 어질러  I can’t die I’m all-in  Queen Nicely done. My bad you lose. 구걸하지 않는 눈빛 우리 game의 rule  Come on give it up. Wholly you lose. 끝내줄게 그만 여기서  I can’t die I’m all-in  (It’s my last no game no more no more)  I can’t die I’m all-in  (It’s my last no game no more no more)  I can’t die I’m all-in,2021,3,202103
Life Goes On,방탄소년단,랩힙합,2020.11.20,어느 날 세상이 멈췄어 아무런 예고도 하나 없이 봄은 기다림을 몰라서 눈치 없이 와버렸어 발자국이 지워진 거리 여기 넘어져있는 나 혼자 가네 시간이 미안해 말도 없이  오늘도 비가 내릴 것 같아 흠뻑 젖어버렸네 아직도 멈추질 않아 저 먹구름보다 빨리 달려가 그럼 될 줄 알았는데 나 겨우 사람인가 봐 몹시 아프네 세상이란 놈이 준 감기 덕분에 눌러보는 먼지 쌓인 되감기 넘어진 채 청하는 엇박자의 춤 겨울이 오면 내쉬자 더 뜨거운 숨  끝이 보이지 않아 출구가 있긴 할까 발이 떼지질 않아 않아 oh 잠시 두 눈을 감아 여기 내 손을 잡아 저 미래로 달아나자  Like an echo in the forest 하루가 돌아오겠지 아무 일도 없단 듯이 Yeah life goes on Like an arrow in the blue sky 또 하루 더 날아가지 On my pillow on my table Yeah life goes on Like this again  이 음악을 빌려 너에게 나 전할게 사람들은 말해 세상이 다 변했대 다행히도 우리 사이는 아직 여태 안 변했네  늘 하던 시작과 끝 ‘안녕’이란 말로 오늘과 내일을 또 함께 이어보자고 멈춰있지만 어둠에 숨지 마 빛은 또 떠오르니깐  끝이 보이지 않아 출구가 있긴 할까 발이 떼지질 않아 않아 oh 잠시 두 눈을 감아 여기 내 손을 잡아 저 미래로 달아나자  Like an echo in the forest 하루가 돌아오겠지 아무 일도 없단 듯이 Yeah life goes on Like an arrow in the blue sky 또 하루 더 날아가지 On my pillow on my table Yeah life goes on Like this again  I remember I remember I remember I remember,2020,11,202011
Off My Face,Justin Bieber,POP,2021.03.19,One touch and you got me stoned Higher than I've ever known You call the shots and I follow Sunrise but the night still young No words but we speak in tongues If you let me I might say too much Your touch blurred my vision It's your world and I'm just in it Even sober I'm not thinkin' straight 'Cause I'm off my face in love with you I'm out my head so into you and I don't know how you do it But I'm forever ruined by you ooh ooh ooh Can't sleep 'cause I'm way too buzzed Too late now you're in my blood I don't hate the way you keep me up Your touch blurred my vision It's your world and I'm just in it Even sober I'm not thinkin' straight 'Cause I'm off my face in love with you I'm out my head so into you and I don't know how you do it But I'm forever ruined by you ooh ooh ooh Ooh-ooh-ooh ooh ooh ooh ooh Ooh-ooh-ooh ooh ooh Ooh-ooh-ooh ooh ooh ooh ooh Ooh-ooh-ooh ooh ooh 'Cause I'm off my face in love with you I'm out my head so into you and I don't know how you do it But I'm forever ruined by you ooh ooh ooh By you ooh ooh ooh,2021,3,202103
내사람,SG 워너비,R&BSoul,2006.11.15,내 가슴속에 사는 사람 내가 그토록 아끼는 사람 너무 소중해 마음껏 안아보지도 못했던 누구에게나 흔한 행복 한 번도 준적이 없어서 맘 놓고 웃어본 적도 없는 그댈 사랑합니다 내가 기쁠 때나 슬플 때나 함께 울고 웃어주던 그댈 위해 내가 할 수 있는건 뭐든 해주고 싶어 안녕 내 사랑 그대여 이젠 내가 지켜줄게요 못난 날 믿고 참고 기다려줘서 고마워요 안녕 내 사랑 그대여 영원토록 사랑할게요 다시 태어나서 사랑한대도 그대이고 싶어요  어두운 밤길을 잃어도 서로 등불이 되어주고 비바람 몰아쳐도 지금 잡은 두 손 놓지 말아요 내가 힘들 때나 아플 때나 내 곁에 있어준 그대 미안하단 말로 고맙단 말을 대신 하던 나였죠 안녕 내 사랑 그대여 이젠 내가 지켜줄게요 못난 날 믿고 참고 기다려줘서 고마워요 안녕 내 사랑 그대여 영원토록 사랑할게요 다시 태어나서 사랑한대도 그대이고 싶어요  넘어지고 몇 번을 다시 넘어진다 해도 그대만 있다면 다시 일어날 수 있는데  < 간주  안녕 내 사랑 그대여 이젠 내가 지켜줄게요 못난 날 믿고 참고 기다려줘서 고마워요 안녕 내 사랑 그대여 이렇게 그댈 부를 때면 너무 행복해서 눈물이 나죠 사랑해요  < Ending Chorus,2006,11,200611
봄날,방탄소년단,랩힙합,2017.02.13,보고 싶다 이렇게 말하니까 더 보고 싶다 너희 사진을 보고 있어도 보고 싶다 너무 야속한 시간 나는 우리가 밉다 이젠 얼굴 한번 보는 것 조차 힘들어진 우리가 여긴 온통 겨울 뿐이야 8월에도 겨울이 와 마음은 시간을 달려가네 홀로 남은 설국열차 니 손 잡고 지구 반대편까지 가 겨울을 끝내고파 그리움들이 얼마나 눈처럼 내려야 그 봄날이 올까 Friend 허공을 떠도는 작은 먼지처럼 작은 먼지처럼 날리는 눈이 나라면 조금 더 빨리 네게 닿을 수 있을 텐데 눈꽃이 떨어져요 또 조금씩 멀어져요 보고 싶다 보고 싶다 보고 싶다 보고 싶다 얼마나 기다려야 또 몇 밤을 더 새워야 널 보게 될까 널 보게 될까 만나게 될까 만나게 될까 추운 겨울 끝을 지나 다시 봄날이 올 때까지 꽃 피울 때까지 그곳에 좀 더 머물러줘 머물러줘 니가 변한 건지 니가 변한 건지 아니면 내가 변한 건지 내가 변한 건지 이 순간 흐르는 시간조차 미워 우리가 변한 거지 뭐 모두가 그런 거지 뭐 그래 밉다 니가 넌 떠났지만 단 하루도 너를 잊은 적이 없었지 난 솔직히 보고 싶은데 이만 너를 지울게 그게 널 원망하기보단 덜 아프니까 시린 널 불어내 본다 연기처럼 하얀 연기처럼 말로는 지운다 해도 사실 난 아직 널 보내지 못하는데 눈꽃이 떨어져요 또 조금씩 멀어져요 보고 싶다 보고 싶다 보고 싶다 보고 싶다 얼마나 기다려야 또 몇 밤을 더 새워야 널 보게 될까 널 보게 될까 만나게 될까 만나게 될까 You know it all You're my best friend 아침은 다시 올 거야 어떤 어둠도 어떤 계절도 영원할 순 없으니까 벚꽃이 피나봐요 이 겨울도 끝이 나요 보고 싶다 보고 싶다 보고 싶다 보고 싶다 조금만 기다리면 며칠 밤만 더 새우면 만나러 갈게 만나러 갈게 데리러 갈게 데리러 갈게 추운 겨울 끝을 지나 다시 봄날이 올 때까지 꽃 피울 때까지 그곳에 좀 더 머물러줘 머물러줘,2017,2,201702
어푸 (Ah puh),아이유,댄스,2021.03.25,I’m such a good surfer 가라앉지 않기 비틀 비 비틀 거리다가 풍덩 uh 빠지더라도 구명복 따윈 졸업  I’m such a good surfer 휩쓸리지 않기 울렁 우 울렁 거리다가 throw up 게워내더라도 지는 건 난 못 참아  제일 높은 파도 올라타타 라차차우아 해일과 함께 사라질 타이밍 그건 내가 골라 무슨 소리 겁이 나기는 재밌지 뭐  어어어 푸푸푸 또 허허허 우우우적 거거거 리더던 시 저저절 나라면 워어언 이 사람아 언제적 얘길 꺼내나 보란듯이 헤엄치기 처첨버벙  저저적 셔셔셔 또 저저적 셔셔셔 거거겁 없이 몸을 더더던 져져져 워어언 이 사람아 뭘 그렇게나 놀래나 더 재밌는 걸 보여줄게 When the wave has come  I’m a bubble maker 잔잔한 바다를 지긋 지 지긋 괴롭히는 villain uh 나이를 먹어도 이 버릇 남 못 줘 난  I’m a bubble maker 이제 이쯤이야 출렁 추 출렁 멀미도 suck it up 물 먹이더라도 이곳을 난 못 떠나  제일 높은 파도 올라타타 라차차우아 너울과 함께 부서질 타이밍 그건 내가 골라 무슨 소리 겁이 나기는 재밌지 뭐  어어어 푸푸푸 또 허허허 우우우적 거거거 리더던 시 저저절 나라면 워어언 이 사람아 언제적 얘길 꺼내나 맨몸으로 헤엄치기 처첨버벙  어 또 보네 다음에 다시 만날 때까지 부디 행운을 빌어 지겹게 보자고  슬 가볼게 나 먼저 저기 물마루에 원 이 사람 참 뭘 그렇게나 놀래나 더 재밌는 걸 보여줄게 When the wave has come  저저적 셔셔셔 또 저저적 셔셔셔 거거겁 없이 몸을 더더던 져져져 워어언 이 사람아 뭘 그렇게나 보채나 거품처럼 사라질게 When the time has come,2021,3,202103
VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (Mirani) 먼치맨(MUNCHMAN) Khundi Panda 머쉬베놈 (MUSHVENOM),랩힙합,2020.11.21,보여줘야겠어 내가 망할 거랬던 놈들에게도 내가 잘될 거라 했던 너에게도 다 할게 최선 갈아끼워 다 새 거 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt Hey new water new vv 난 알바 째고 무대 위 Yeah go get it go get it 가사 위 가난이 빛나지 안 가 무한리필 살아봐야겠어 내 빌딩 Yeah 개 같던 세상의 뒤통수 치러 왔지 더 크게 Callin’ ma name 모두 날 보고 놀래 미란이가 TV에 떼버려 Tag 사 새롭게 Yeah yeah 타고 비행 Skrr skrr 난 올라가 Skrr skrr 난 빛이 나 내가 뭐라 했어 Mom 꺼내겠다고 포차 맨 밑바닥의 소녀 엄마의 술병이 날 만들어 허기져 이를 꽉 물어 Chit chat bout me 덤벼 겁쟁이 너 VVS on ma neck 꿈 앞에 녹슨 팔찌 버려 문 앞에 구제 벨트 아직 허리에 원망하던 과거와 춤출래 인디고 카니발 Skrt-skrt 목숨은 다 꺼내놓고 자판기 밑 먼지 덕지덕지 붙은 동전까지 털어-털어 여기까지 왔지 What you know about me 내 속 이야기 털어놓으려 지갑 털어 차린 술상 위 넌 폰만 바라봤잖아 이제 그 스크린에서 날 봐라 I'ma 먹고서 Fly 너가 나갈 건 삔또지 악플들이 돈과 함께 쏟아지니 Got a nice ring to it 꼬우면 네 오빠인지 아저씨인지한테 일러바치고 한 판 더 뜨자 해 빛이 나는 Solo라니까 뭘 그렇게 재니 다 드루와 내 패기 170에 60kg도 안 되지만 국보 1호 MC The Q's certified new king in the rap 내가 TV에 쬐끔 나왔다고 연예인 된 줄 알았다는 이미 넌 패 Bigger stacks bigger schemes Do bigger thang G+Jus like this team I'm blessed 모든 게 끝나고 홍대로 돌아가도 모든 건 변함없겠지 Like this VVS 보여줘야겠어 내가 망할 거랬던 놈들에게도 내가 잘될 거라 했던 너에게도 다 할게 최선 갈아끼워 다 새 거 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt Ay 먼치맨 복근에 장착된 VVS 내 행동 위험해 걸리지 심의에 자체 발광 계속해 실시해 날 보고 배워요 EBS 흔들릴 바엔 다 흔들어 흘려온 땀이 내 Career 명품이 없어도 고개를 쳐들어 Keep my head up Keep your head up 걱정도 했었지 DAY N NIGHT 싸워서 만드는 내일의 나 MBA 11명 매일이 Party 난 역시나 함께일 때가 빛나 Imma good vibe GV처럼 춤춰 GOOD BYE 내 사랑아 잘 가 웃자 형은 미련 안 키워 OK 이제 난 노래나 불러 전방에 1분간 함성을 발사 기 모아 발포해 내 에너지파 수직상승 올라가 내 텐션 도레미파 먼치맨 YO YO I AIN't got no lie 이제 빛난대 주변에서 TRUE 어쩌면 너가 응원해서 근데 네 말대로 모두 특별하니까 라면 특별히 뭐가 특별해 더 묻고파도 바뀌었지 마치 내 작업실 앞 거리 짧던 이 사정거리 가사가 다 퍼진 광역시 또 걔가 부럽다는 팔로잉 NOW YOU SEE 삐까번쩍 빛나 벌써 이 밤처럼 시간 없어 바쁜 삶 일단 먼저 필사적으로 덤벼 던져 기회는 한순간 잡았다면 밝게 빛나 그 어떤 래퍼의 목걸이보다도 그 HEARTBEAT 진실의 파동 넌 곧 못 볼 거니 좀 봐둬 내 손목은 비었지만 그건 실은 의도적이야 천리안 없이 난 멀리 봐 머리와 멋진 Rhyme 시급으로 따지면 아마도 천만 원이야 힉 야 못 돌아가 시야가 넓어서 날 부정하려면 너 보여봐라 지금 내가 네게 보여준 것처럼 보여줘야겠어 내가 망할 거랬던 놈들에게도 내가 잘될 거라 했던 너에게도 다 할게 최선 갈아끼워 다 새 거 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt 역시 성공은 고난을 동반 말없이 등산을 등반하는 것처럼 I gotta move 하늘에 계신 할매 보고 있습니까 조금 늦었습니다 저 뱀들을 물리치느라 이겨내거라 내일이 없는 듯이 아버지 권투선수 인생 한방이니깐 필요하다 한방이 알겠슴돠 동네의 육상선수 나의 어머니 론다로우지 장애물 따윈 없는 듯이 달려라 태민 You gotta move Let’s go let’s go 멜로디 없던 내 인생 아침 해 다시 꼬기오 술 팔아 쪽 팔아 벌었던 돈 하루 사는 하루살이의 콧노래 후룰룰루 훈화말씀 새 나라의 어린이 아니 뭐 그런 흔한 말씀을 또 Let’s go 요것 좀 봐라 라고 하는 선생 그거 좀 마라 이 멋 좀 봐라 야 걱정하지마 머쉬베놈 월이백에서 이천으로 넌 떠나 서울 to 경기 이천으로 넌 찍어라 브이로그 옜다 저스디스 톤으로 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt 왔노라 봤노라 결국 이겨냈노라,2020,11,202011
On The Ground,로제 (ROSÉ),록메탈,2021.03.12,My life's been magic seems fantastic I used to have a hole in the wall with a mattress It’s funny when you want it Suddenly you have it You find out that your gold’s just plastic  Every day every night I’ve been thinking back on you and I Every day every night  I worked my whole life Just to get right just to be like Look at me I’m never coming down  I worked my whole life Just to get high just to realize Everything I need is on the Everything I need is on the ground On the ground Everything I need is on the ground  Nah but they don’t hear me though (Yeah what goes up it must come down) Nah but they don’t hear me though (You’re running out of time)  My world’s been hectic seems electric But I’ve been waking up with your voice in my head And I’m trying to send a message And let you know that every single minute I’m without you I regret it  Every day every night I ’ve been thinking back on you and I Every day every night  I worked my whole life Just to get right just to be like Look at me I’m never coming down  I worked my whole life Just to get high just to realize Everything I need is on the Everything I need is on the ground On the ground Everything I need is on the ground  Nah but they don’t hear me though (Yeah what goes up it must come down) Nah but they don’t hear me though (You’re running out of time)  I’m way up in the clouds And they say I’ve made it now But I figured it out Everything I need is on the ground  Just drove by your house So far from you now But I figured it out Everything I need is on the Everything I need is on the ground  On the ground Everything I need is on the ground Nah but they don’t hear me though On the ground Nah but they don’t hear me though Everything I need is on the ground,2021,3,202103
2002,Anne-Marie,POP,2018.08.03,I will always remember The day you kissed my lips Light as a feather And it went just like this No it's never been better Than the summer of 2002 We were only eleven But acting like grown-ups Like we are in the present Drinking from plastic cups Singing love is forever and ever Well I guess that was true Dancing on the hood in the middle of the woods On an old Mustang where we sang Songs with all our childhood friends And it went like this say Oops I got 99 problems singing bye bye bye Hold up if you wanna go and take a ride with me Better hit me baby one more time Paint a picture for you and me On the days when we were young Singing at the top of both our lungs Now we're under the covers Fast forward to eighteen We are more than lovers Yeah we are all we need When we're holding each other I'm taken back to 2002 Dancing on the hood in the middle of the woods On an old Mustang where we sang Songs with all our childhood friends And it went like this say Oops I got 99 problems singing bye bye bye Hold up if you wanna go and take a ride with me Better hit me baby one more time Paint a picture for you and me On the days when we were young Singing at the top of both our lungs On the day we fell in love On the day we fell in love Dancing on the hood in the middle of the woods On an old Mustang where we sang Songs with all our childhoods friends Oh now Oops I got 99 problems singing bye bye bye Hold up if you wanna go and take a ride with me Better hit me baby one more time Paint a picture for you and me On the days when we were young Singing at the top of both our lungs On the day we fell in love On the day we fell in love On the day we fell in love On the day we fell in love On the day we fell in love love love,2018,8,201808
가을 우체국 앞에서,김대명,발라드 국내드라마,2021.06.25,가을 우체국 앞에서 그대를 기다리다 노오란 은행잎들이 바람에 날려가고 지나는 사람들 같이 저 멀리 가는걸 보내 세상에 아름다운 것들이 얼마나 오래 남을까 한여름 소나기 쏟아져도 굳세게 버틴 꽃들과 지난 겨울 눈보라에도 우뚝 서있는 나무들같이 하늘아래 모든 것이 저 홀로 설 수 있을까 가을 우체국 앞에서 그대를 기다리다 우연한 생각에 빠져 날 저물도록 몰랐네 세상에 아름다운 것들이 얼마나 오래 남을까 한여름 소나기 쏟아져도 굳세게 버틴 꽃들과 지난 겨울 눈보라에도 우뚝 서있는 나무들같이 하늘아래 모든 것이 저 홀로 설 수 있을까 가을 우체국 앞에서 그대를 기다리다 우연한 생각에 빠져 날 저물도록 몰랐네 날 저물도록 몰랐네,2021,6,202106
그날에 나는 맘이 편했을까,이예준,발라드,2020.12.03,늘 똑같은 일로 싸우다 지친 우리 끝날 때 됐나 봐 너답지 않던 모습 더는 지켜보기 힘들었어 다시 주워 담기 힘든 말들 쏟아내고 집에 돌아왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 니가 가장 듣기 싫어했던 얘기들만 뱉어내고 왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 상처받았다고 말하지 말아줘 나를 더욱더 사랑해줬더라면 아니 처음부터 만나지 말았다면 행복했을까 정말 널 미워해서 이랬을까 이렇게까지 해서라도 우릴 되돌리고 싶었는데 나를 떠나는 이유가 너는 필요했던 거니까 내가 그 이유를 만들어줄게 미안한 마음들 갖지 않도록,2020,12,202012
METEOR,창모 (CHANGMO),랩힙합,2019.11.29,Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha 모두 그에게 말해 또 왔네 새꺄 whut 죽지 않고 왔다 이렇게 새꺄 뭐 Snacky chan의 라인을 빌릴래 했어 예수처럼 이렇게 부활을 031 팔 안쪽의 tatt freaky woah 어젠 시장님이 만나쟤 motown 어수룩해 엄마 속에 걱정 한 톤만큼 쌓고 스물한살에 독립했던 얘는 여섯이 되었고 발견했지 우연히 5년 전의 노트 정말 스타 되고 싶어 그럴려면 가서 만나면 돼 악마 노트를 덮고 거울에 비춰진 남자를 보니 와 저 손목이 너무 부러워 저 금 daydate rollie 넘을걸 천백은 더 전국 사람들이 외치네 저 괴물체는 뭘까 Meteor 거대 Meteor 난 네게 처박힐 Meteor야 별빛이 내려오지 마구 내려오지 경고 경고 그래도 처박힐 Meteor야 motown의 1번 노랠 기억해 니들 뭐였지 뭐였나 음 음 i’m the man in the mirror 그러니 light me up 1절의 그 별이 2절의 그 별이 그래 모두 나였지 실화가 된 동화이지 힘들 때면 홀로 쓴 노래를 불러 환상들을 보던 성냥팔이 소년이였던 나날들이 365 24 730 24에 7 1095 아 그만 세자 1400이 되니 oh 그 애랑도 하고 돔페리뇽이 만든 숙취 땜에 넋을 놓은 나를 향해 몇천 명이 와 해 본 적은 없지만 때론 어떤 존재가 내 인생을 왔다 간 듯해 그냥 그런 느낌이 들지 상관없어 환상이던 현실이던지 hands up high 전국 사람들이 외치네 저 괴물체는 뭘까 Meteor 거대 Meteor 난 네게 처박힐 Meteor야 별빛이 내려오지 마구 내려오지 경고 경고 그래도 처박힐 Meteor야 영 영 영원히 약속해 영원하기로 어둠 가득한 저 뒤로 돌려보내지 말아요 제발 제발 영 영 영원히 난 영원할 거라 믿어 흥분으로 가득차 이 도시에 나 외칠 꺼야 드디어 내가 여 왔다,2019,11,201911
좋아좋아,조정석,발라드 국내드라마,2021.07.16,처음 널 만나는 날 노란 세 송이 장미를 들고 룰루랄라 신촌을 향하는 내 가슴은 마냥 두근두근 생머리 휘날리며 나를 향해 손을 흔드는 너 머리에서 발 끝까지 나를 사로잡네 이야에로 니가 좋아 너무 좋아 내 모든걸 주고 싶어 너에게만은 내 마음 난 꾸미고 싶지 않아 언제까지 너와 함께 있을 거야 예 룰루랄라 신촌을 누비는 내 마음은 마냥 이야에로 여보세요 나의 천사 어떻게 내 마음을 훔쳤나요 괜찮아요 나의 천사 가져간 내 마음을 고이 간직해줘요 니가 좋아 너무 좋아 내 모든걸 주고 싶어 너에게만은 내 마음 난 꾸미고 싶지 않아 니가 좋아 너무 좋아 내 모든걸 주고 싶어 너에게만은 내 마음 난 꾸미고 싶지 않아 언제까지 너와 함께 있을 거야 음,2021,7,202107
12:45 (Stripped),Etham,POP,2018.10.26,It's 12 45 on a Tuesday and I don't really care what you say I'm just getting off my face tonight Cause I'm just tryna live till the weekend And I don't know how I'm supposed to breathe when Everything you say is playing on my mind You don't know where I've been And you don't know what I'm drinking I need a moment to think about nothing at all Oh baby you gotta stop I see that you're calling I told you that I ain't picking up I know that you wanna start Cause we got our problems I love you but I just need a night off It's getting pretty deep in the A.M. And I should go home but I'm staying I'll be sleeping on the cold floor tonight I hope you'll understand in the morning oh That this is just my problem that I'm solving Yeah I got a lot of stuff on my mind I don't know where I've been And what the hell am I drinking And I can't help but to think yeah it's all my fault Oh baby you gotta stop I see that you're calling I told you that I ain't picking up I know that you wanna start Cause we got our problems I love you but I just need a night off Oh one night Just one night off Oh baby you gotta stop I see that you're calling I told you that I ain't picking up I know that you wanna start Cause we got our problems I love you but I just need a night off Just one night off I love you but I just need tonight off It's 12 45 on a Tuesday I don't really care what you say I'm just getting off my face tonight,2018,10,201810
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,록메탈 국내드라마,2019.08.23,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 스쳐지나간건가 뒤돌아보지만 그냥 사람들만 보이는거야 다와가는 집근처에서 괜히 핸드폰만 만지는거야 한번 연락해 볼까 용기내 보지만 그냥 내 마음만 아쉬운 거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 지나치는 꽃들 속에서 네 샴푸향만 보이는거야 스쳐지나간건가 뒤 돌아보지만 그냥 내 마음만 바빠진거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 어떤 계절이 너를 우연히라도 너를 마주치게 할까 난 이대로 아쉬워하다 너를 바라만 보던 너를 기다리면서 아무말 못하고 그리워만 할까 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 생각한다고 말할까 지금 집앞에 기다리고 때론 지나치고 다시 기다리는 꽃이 피는 거리에 보고파라 이밤에 걷다가 보면 항상 이렇게 너를 아쉬워 하다 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까,2019,8,201908
